Control ,Demography/Community,Demography/Respondent-Sex,Demography/Respondent-age,Demography/Status,Demography/highest_education,HH-Composition/hhsize,HH-Composition/no_male,HH-Composition/no_female,HH-Composition/no-infants,HH-Composition/children-under6-months,HH-Composition/children-6-23months,HH-Composition/children-24-59months,HH-Composition/First-child-age,AGE of CHILD,HH-Composition/First-child-MUAC,MUAC,HH-Composition/orphan,HH-Composition/no-elderly-people1,HH-Composition/lactating_women,HH-Composition/0-lactating_women,HH-Composition/pregnant_woman,HH-Composition/chronicall-ill,HH-Composition/no-chronicall-ill-person,HH-Composition/disability,HH-Composition/physically_challenge,HH-Composition/no-physically_challenged,HH-Composition/woman,HH-Composition/reproductive_woman,FCS Categories,hhs/Calculated_HHS,RCSI/RCSI
1,Damboa-Central,Male,48,returnee,Primary,9,4,5,3,1,1,1,6,0-6,13.2,>12.5,1,1,1,1,0,0,0,1,1,0,0,0,Borderline,Moderate Hunger,4
0,Kachala-Burari-Gana,Male,55,idp,No-Formal education,10,4,6,2,0,1,1,23,6-23,14.5,>12.5,1,0,0,0,0,0,0,0,0,0,0,0,Acceptable,Little to no hunger,33
0,Abatchari,Male,30,idp,No-Formal education,5,3,2,2,0,1,1,23,6-23,14.1,>12.5,0,0,0,0,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,6
1,Kachala-Burari-Gana,Male,47,idp,Primary,5,4,1,1,0,0,1,44,24-59,15.3,>12.5,0,1,0,0,0,0,0,0,0,0,1,1,Acceptable,Moderate Hunger,0
1,Kachala-Burari-Gana,Female,50,returnee,No-Formal education,7,3,4,1,0,0,1,48,24-59,16.1,>12.5,0,0,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,15
1,Kachala-Burari-Gana,Female,30,host,No-Formal education,6,4,2,2,1,0,1,9,6-23,12,11.5-12.5,0,0,1,1,0,0,0,0,0,0,0,0,Borderline,Little to no hunger,28
1,Kachala-Burari-Kura,Male,35,idp,Primary,4,2,2,2,0,1,1,20,6-23,14,>12.5,0,0,0,0,1,0,0,0,0,0,0,0,Borderline,Moderate Hunger,21
1,Damboa-Central,Female,36,idp,No-Formal education,8,5,3,3,2,0,1,6,0-6,12.5,11.5-12.5,1,2,1,1,0,0,0,1,1,0,1,1,Poor,Severe Hunger,29
0,Damboa-Central,Male,52,host,No-Formal education,5,1,4,1,1,0,0,0,0-6,0,<11.5,0,0,1,1,0,0,0,1,1,0,1,1,Borderline,Severe Hunger,24
1,Alkaleri,Female,40,returnee,No-Formal education,8,5,3,0,0,0,0,0,0-6,0,<11.5,0,0,0,0,0,0,0,2,1,0,0,0,Borderline,Little to no hunger,23
1,Kachala-Burari-Gana,Male,40,host,No-Formal education,8,2,6,2,0,1,1,23,6-23,14.3,>12.5,1,1,1,1,0,1,1,0,0,0,0,0,Acceptable,Little to no hunger,1
1,Kachala-Burari-Gana,Male,45,returnee,No-Formal education,7,4,3,1,0,1,0,59,24-59,13.6,>12.5,0,1,0,0,1,0,0,1,1,0,1,1,Acceptable,Little to no hunger,0
0,Kachala-Burari-Gana,Female,35,idp,No-Formal education,7,3,4,2,1,0,1,6,0-6,13.3,>12.5,0,1,1,1,0,0,0,0,0,0,0,0,Borderline,Moderate Hunger,24
1,Kachala-Burari-Gana,Male,45,idp,No-Formal education,8,3,5,3,1,1,1,8,6-23,12.3,11.5-12.5,1,1,1,1,0,0,0,1,1,0,0,0,Acceptable,Moderate Hunger,7
0,Damboa-Central,Female,36,returnee,No-Formal education,5,3,2,0,0,0,0,0,0-6,0,<11.5,1,2,0,0,1,1,2,1,2,2,1,1,Poor,Severe Hunger,31
0,Damboa-Central,Male,35,idp,No-Formal education,8,5,3,4,2,1,1,6,0-6,12.5,11.5-12.5,1,1,1,2,0,0,0,0,0,0,1,1,Poor,Severe Hunger,27
1,Damboa-Central,Female,49,returnee,No-Formal education,3,1,2,1,1,0,0,0,0-6,0,<11.5,0,0,1,1,0,0,0,1,1,0,1,1,Borderline,Severe Hunger,25
0,Kachala-Burari-Gana,Male,65,idp,No-Formal education,4,2,2,0,0,0,0,0,0-6,0,<11.5,1,1,0,0,0,0,0,0,0,0,1,0,Poor,Little to no hunger,9
0,Damboa-Central,Female,52,idp,Senior-Secondary,10,4,6,3,1,0,2,6,0-6,13.5,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Acceptable,Moderate Hunger,8
1,Kachala-Burari-Gana,Male,35,idp,No-Formal education,5,3,2,2,0,1,1,11,6-23,12.5,11.5-12.5,1,0,1,1,0,0,0,0,0,0,0,0,Borderline,Moderate Hunger,20
0,Kachala-Burari-Gana,Female,50,returnee,No-Formal education,3,0,3,0,0,0,0,0,0-6,0,<11.5,0,0,0,0,0,0,0,0,0,0,1,0,Poor,Little to no hunger,11
1,Kachala-Burari-Gana,Male,40,idp,No-Formal education,4,2,2,1,0,0,1,24,24-59,16,>12.5,0,0,0,0,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,13
1,Kachala-Burari-Gana,Male,50,idp,No-Formal education,13,9,4,1,0,1,0,24,24-59,13.6,>12.5,0,0,0,0,0,0,0,0,0,0,1,1,Acceptable,Little to no hunger,2
1,Damboa-Central,Female,42,idp,No-Formal education,4,2,2,2,1,0,1,8,6-23,12.5,11.5-12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,24
1,Alkaleri,Male,45,returnee,No-Formal education,5,2,3,3,0,1,2,24,24-59,15,>12.5,0,0,0,0,1,0,0,0,0,0,0,0,Poor,Little to no hunger,21
1,Damboa-Central,Female,50,host,No-Formal education,5,1,4,0,0,0,0,0,0-6,0,<11.5,1,0,0,0,0,0,0,1,1,0,1,1,Borderline,Little to no hunger,9
1,Damboa-Central,Male,80,returnee,No-Formal education,6,2,4,0,0,0,0,0,0-6,0,<11.5,0,1,0,0,0,1,1,1,2,2,1,0,Borderline,Little to no hunger,9
0,Kachala-Burari-Gana,Male,30,returnee,No-Formal education,7,4,3,3,1,0,2,6,0-6,12.5,11.5-12.5,1,0,1,1,0,0,0,0,0,0,1,1,Poor,Little to no hunger,6
0,Kachala-Burari-Gana,Male,30,idp,No-Formal education,6,4,2,2,0,1,1,14,6-23,13.6,>12.5,0,2,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,10
1,Damboa-Central,Male,40,returnee,No-Formal education,8,3,5,3,1,1,1,12,6-23,12.5,11.5-12.5,0,2,1,1,0,1,1,0,0,0,1,1,Poor,Severe Hunger,26
0,Damboa-Central,Male,40,idp,Junior-Secondary,9,3,6,3,1,1,1,6,0-6,12.6,>12.5,1,0,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,19
1,Shuwari,Male,53,idp,Primary,9,5,4,3,0,0,3,24,24-59,14,>12.5,1,1,0,0,0,1,1,1,1,0,1,1,Poor,Moderate Hunger,21
0,Alkaleri,Male,45,returnee,No-Formal education,13,8,5,2,0,0,2,59,24-59,16,>12.5,0,0,0,0,0,0,0,0,0,0,0,0,Acceptable,Little to no hunger,6
0,Kachala-Burari-Gana,Male,30,idp,No-Formal education,8,4,4,2,1,0,1,6,0-6,13.5,>12.5,1,1,1,1,0,0,0,0,0,0,1,1,Poor,Little to no hunger,14
0,Damboa-Central,Male,50,returnee,Higher-Education,9,5,4,2,0,1,1,25,24-59,12.9,>12.5,0,1,0,0,1,1,1,2,1,0,1,1,Acceptable,Moderate Hunger,19
1,Kachala-Burari-Kura,Male,45,idp,No-Formal education,3,1,2,1,0,0,1,24,24-59,13.6,>12.5,0,1,0,0,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,22
0,Kachala-Burari-Gana,Male,50,returnee,Primary,11,6,5,1,1,0,0,0,0-6,0,<11.5,0,0,1,1,1,0,0,0,0,0,1,1,Acceptable,Little to no hunger,8
1,Damboa-Central,Male,60,returnee,No-Formal education,7,3,4,2,0,0,2,40,24-59,12.8,>12.5,1,1,0,0,0,0,0,0,0,0,0,0,Poor,Moderate Hunger,13
0,Damboa-Central,Female,33,idp,Senior-Secondary,5,2,3,1,0,0,1,58,24-59,12.5,11.5-12.5,0,0,0,0,1,0,0,1,1,0,1,1,Poor,Moderate Hunger,24
0,Damboa-Central,Male,42,returnee,No-Formal education,5,2,3,0,0,0,0,0,0-6,0,<11.5,1,1,0,0,1,0,0,1,1,0,1,1,Borderline,Severe Hunger,31
1,Kachala-Burari-Gana,Female,40,idp,Higher-Education,8,3,5,3,0,1,2,7,6-23,12.3,11.5-12.5,1,2,1,1,0,0,0,1,1,0,1,1,Borderline,Moderate Hunger,16
0,Kachala-Burari-Kura,Female,45,idp,No-Formal education,4,2,2,1,0,0,1,23,6-23,13.6,>12.5,1,1,0,0,1,1,1,0,0,0,1,1,Poor,Moderate Hunger,32
1,Kachala-Burari-Gana,Male,35,idp,No-Formal education,7,3,4,0,0,0,0,0,0-6,0,<11.5,0,0,0,0,1,0,0,0,0,0,1,1,Poor,Moderate Hunger,15
1,Damboa-Central,Male,53,returnee,No-Formal education,5,3,2,0,0,0,0,0,0-6,0,<11.5,0,2,0,0,1,0,0,1,1,0,1,1,Poor,Severe Hunger,31
1,Shuwari,Male,50,idp,Primary,6,3,3,1,0,0,1,36,24-59,12.5,11.5-12.5,0,0,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,19
1,Shuwari,Male,30,idp,No-Formal education,4,2,2,2,0,1,1,9,6-23,13.5,>12.5,0,0,1,1,0,0,0,1,1,0,1,0,Borderline,Moderate Hunger,20
1,Kachala-Burari-Kura,Female,30,returnee,No-Formal education,3,2,1,0,0,0,0,0,0-6,0,<11.5,0,0,0,0,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,15
0,Shuwari,Male,30,returnee,No-Formal education,5,3,2,2,0,1,1,15,6-23,15,>12.5,0,0,1,1,0,0,0,1,1,0,1,1,Poor,Moderate Hunger,16
1,Shuwari,Male,30,returnee,No-Formal education,4,2,2,2,0,2,0,24,24-59,16.6,>12.5,0,0,0,0,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,21
1,Alkaleri,Male,30,host,Higher-Education,4,2,2,2,1,1,0,24,24-59,12.5,11.5-12.5,0,0,1,1,0,0,0,0,0,0,0,0,Poor,Moderate Hunger,29
1,Kachala-Burari-Gana,Female,70,idp,No-Formal education,3,2,1,0,0,0,0,0,0-6,0,<11.5,1,1,0,0,0,0,0,0,0,0,1,0,Poor,Little to no hunger,3
1,Damboa-Central,Female,40,returnee,No-Formal education,6,3,3,2,1,0,1,6,0-6,12.5,11.5-12.5,0,0,1,1,0,0,0,1,1,0,1,1,Poor,Severe Hunger,24
1,Damboa-Central,Female,35,host,No-Formal education,5,3,2,2,1,0,1,8,6-23,12.5,11.5-12.5,0,0,1,1,0,0,0,1,1,0,1,1,Poor,Severe Hunger,25
1,Kachala-Burari-Gana,Male,35,returnee,No-Formal education,8,3,5,2,0,1,1,24,24-59,14.3,>12.5,0,0,0,0,1,0,0,0,0,0,0,0,Borderline,Moderate Hunger,24
1,Kachala-Burari-Gana,Male,45,returnee,No-Formal education,16,8,8,2,1,1,0,6,0-6,12.3,11.5-12.5,1,2,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,12
0,Shuwari,Male,40,returnee,No-Formal education,8,1,7,3,0,1,2,12,6-23,14,>12.5,0,1,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,10
0,Shuwari,Male,32,host,No-Formal education,5,3,2,3,1,1,1,21,6-23,13,>12.5,0,1,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,18
1,Kachala-Burari-Gana,Male,42,returnee,Higher-Education,14,9,5,3,1,1,1,6,0-6,12.7,>12.5,1,1,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,21
0,Shuwari,Female,35,host,No-Formal education,7,3,4,2,1,0,1,23,6-23,14,>12.5,0,1,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,8
0,Damboa-Central,Male,38,returnee,Senior-Secondary,6,4,2,4,1,2,1,6,0-6,12.5,11.5-12.5,0,0,1,1,0,0,0,1,1,0,1,1,Poor,Severe Hunger,30
0,Kachala-Burari-Kura,Female,35,returnee,No-Formal education,5,3,2,2,0,1,1,20,6-23,13.5,>12.5,0,0,0,0,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,17
1,Damboa-Central,Female,51,idp,No-Formal education,8,3,5,1,0,0,1,25,24-59,13.4,>12.5,0,1,0,0,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,16
1,Kachala-Burari-Gana,Female,30,idp,No-Formal education,5,1,4,1,0,0,1,11,6-23,13.5,>12.5,0,1,1,1,0,1,1,0,0,0,0,0,Acceptable,Little to no hunger,0
0,Abatchari,Male,40,returnee,No-Formal education,10,5,5,4,1,1,2,6,0-6,13.9,>12.5,1,0,1,2,1,0,0,0,0,0,1,1,Acceptable,Moderate Hunger,8
0,Kachala-Burari-Gana,Female,42,returnee,Primary,5,3,2,0,0,0,0,0,0-6,0,<11.5,0,1,0,0,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,13
1,Kachala-Burari-Kura,Female,37,host,No-Formal education,5,3,2,2,0,1,1,23,6-23,14.6,>12.5,1,2,0,0,1,1,1,1,1,0,1,1,Poor,Moderate Hunger,16
1,Kachala-Burari-Kura,Male,55,returnee,No-Formal education,18,6,12,5,1,2,2,23,6-23,13.5,>12.5,1,2,1,1,0,0,0,0,0,0,1,1,Borderline,Little to no hunger,0
1,Kachala-Burari-Kura,Male,28,returnee,No-Formal education,4,2,2,2,0,1,1,24,24-59,13.7,>12.5,0,0,1,1,0,0,0,0,0,0,0,0,Borderline,Moderate Hunger,12
0,Kachala-Burari-Gana,Male,52,idp,No-Formal education,9,3,6,0,0,0,0,0,0-6,0,<11.5,1,1,0,0,1,0,0,0,0,0,1,1,Acceptable,Little to no hunger,21
0,Damboa-Central,Male,28,idp,No-Formal education,2,1,1,0,0,0,0,0,0-6,0,<11.5,0,0,0,0,1,0,0,1,1,0,1,1,Poor,Severe Hunger,26
1,Kachala-Burari-Gana,Male,28,returnee,No-Formal education,5,1,4,1,1,0,0,0,0-6,0,<11.5,0,0,1,1,0,0,0,0,0,0,0,0,Acceptable,Moderate Hunger,18
1,Damboa-Central,Male,55,returnee,No-Formal education,16,8,8,3,0,0,3,48,24-59,12.5,11.5-12.5,0,1,0,0,0,0,0,1,1,0,1,1,Borderline,Moderate Hunger,34
1,Damboa-Central,Female,40,idp,No-Formal education,7,3,4,1,0,0,1,24,24-59,12.5,11.5-12.5,0,0,0,0,1,0,0,0,0,0,1,1,Poor,Moderate Hunger,13
0,Kachala-Burari-Gana,Male,40,returnee,No-Formal education,10,4,6,2,0,1,1,23,6-23,15.3,>12.5,0,1,0,0,0,0,0,0,0,0,0,0,Borderline,Little to no hunger,26
1,Damboa-Central,Female,30,returnee,No-Formal education,7,1,6,2,1,1,0,24,24-59,12.9,>12.5,1,0,0,0,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,13
1,Kachala-Burari-Kura,Male,42,idp,No-Formal education,4,2,2,1,1,0,0,0,0-6,0,<11.5,0,0,1,1,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,16
1,Wuyaram,Male,50,host,No-Formal education,6,3,3,1,1,0,0,0,0-6,0,<11.5,0,0,1,1,0,0,0,1,1,0,0,0,Poor,Moderate Hunger,21
1,Aburi,Female,35,returnee,Senior-Secondary,6,3,3,3,1,1,1,8,6-23,12.9,>12.5,1,1,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,15
0,Aburi,Male,35,returnee,No-Formal education,6,3,3,3,1,1,1,6,0-6,12.4,11.5-12.5,1,1,1,1,1,0,0,0,0,0,1,1,Poor,Moderate Hunger,16
0,Wuyaram,Male,25,returnee,No-Formal education,6,2,4,1,0,0,1,24,24-59,13.1,>12.5,0,0,0,0,1,0,0,0,0,0,1,1,Acceptable,Moderate Hunger,22
0,Wuyaram,Female,42,idp,No-Formal education,13,7,6,1,0,1,0,16,6-23,16.1,>12.5,0,1,0,0,0,0,0,1,1,0,1,0,Borderline,Moderate Hunger,25
1,Wuyaram,Female,70,idp,No-Formal education,7,4,3,5,2,1,2,6,0-6,12,11.5-12.5,0,1,1,2,0,0,0,1,1,0,1,1,Borderline,Moderate Hunger,15
1,Wuyaram,Male,40,idp,No-Formal education,5,3,2,2,1,0,1,12,6-23,13,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,18
0,Wuyaram,Female,30,returnee,No-Formal education,6,4,2,1,0,1,0,20,6-23,13,>12.5,0,0,0,0,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,22
0,Wuyaram,Male,49,returnee,No-Formal education,11,5,6,2,1,1,0,6,0-6,12.6,>12.5,1,0,1,1,1,0,0,1,2,2,1,1,Borderline,Moderate Hunger,29
0,Wuyaram,Female,30,returnee,Primary,7,4,3,3,1,1,1,7,6-23,13,>12.5,0,1,1,1,0,0,0,1,1,0,1,1,Borderline,Little to no hunger,12
0,Aburi,Female,41,host,No-Formal education,3,2,1,0,0,0,0,0,0-6,0,<11.5,0,0,0,0,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,13
0,Wuyaram,Male,47,returnee,No-Formal education,15,6,9,5,0,2,3,6,0-6,13.2,>12.5,1,1,1,1,1,0,0,2,1,0,0,0,Acceptable,Moderate Hunger,18
1,Aburi,Male,70,idp,No-Formal education,4,2,2,1,0,1,0,35,24-59,13,>12.5,1,2,0,0,0,0,0,0,0,0,1,0,Borderline,Moderate Hunger,13
1,Aburi,Male,30,returnee,Senior-Secondary,4,2,2,2,1,0,1,8,6-23,13.1,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,12
0,Shuwari,Male,30,idp,No-Formal education,4,2,2,2,1,0,1,24,24-59,15,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,13
0,Abatchari,Male,35,idp,Primary,4,2,2,1,1,0,0,0,0-6,0,<11.5,0,0,1,1,0,0,0,0,0,0,1,1,Acceptable,Moderate Hunger,13
0,Shuwari,Male,55,idp,No-Formal education,16,9,7,5,2,1,2,30,24-59,11.5,11.5-12.5,1,0,1,2,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,26
0,Alkaleri,Male,40,returnee,Higher-Education,7,2,5,3,0,1,2,36,24-59,17,>12.5,1,0,1,1,0,0,0,0,0,0,0,0,Acceptable,Little to no hunger,13
0,Shuwari,Male,35,returnee,Higher-Education,13,6,7,4,0,1,3,15,6-23,12.5,11.5-12.5,0,1,1,2,1,0,0,0,0,0,1,1,Poor,Moderate Hunger,19
1,Abatchari,Female,30,idp,No-Formal education,4,1,3,1,0,0,1,54,24-59,17.2,>12.5,1,0,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,22
1,Abatchari,Male,25,idp,No-Formal education,4,2,2,2,1,0,1,36,24-59,15.1,>12.5,0,0,1,1,0,0,0,0,0,0,0,0,Acceptable,Little to no hunger,8
1,Kachala-Burari-Kura,Male,48,idp,No-Formal education,7,5,2,3,1,1,1,23,6-23,12.4,11.5-12.5,0,1,1,1,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,31
1,Abatchari,Male,48,idp,Junior-Secondary,9,5,4,3,1,1,1,47,24-59,18,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Acceptable,Little to no hunger,6
0,Kachala-Burari-Kura,Male,40,host,Primary,6,5,1,1,0,1,0,48,24-59,14.5,>12.5,0,0,0,0,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,22
0,Kachala-Burari-Kura,Female,35,returnee,No-Formal education,10,6,4,1,0,0,1,48,24-59,16.5,>12.5,0,1,0,0,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,21
0,Alkaleri,Female,46,idp,No-Formal education,7,4,3,0,0,0,0,0,0-6,0,<11.5,1,1,0,0,0,0,0,3,3,3,1,1,Borderline,Little to no hunger,16
1,Shuwari,Male,45,idp,No-Formal education,7,4,3,2,0,1,1,9,6-23,12,11.5-12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,17
1,Shuwari,Male,40,idp,No-Formal education,5,3,2,2,0,1,1,23,6-23,13,>12.5,0,0,0,0,1,0,0,0,0,0,1,0,Poor,Moderate Hunger,19
1,Abatchari,Male,55,idp,No-Formal education,8,6,2,0,0,0,0,0,0-6,0,<11.5,0,1,0,0,0,0,0,0,0,0,1,1,Acceptable,Little to no hunger,0
1,Kachala-Burari-Kura,Male,44,idp,No-Formal education,6,4,2,2,0,0,2,24,24-59,13.6,>12.5,0,1,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,24
1,Shuwari,Male,31,host,No-Formal education,5,3,2,1,1,0,0,0,0-6,0,<11.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,13
1,Abatchari,Male,35,idp,No-Formal education,8,4,4,2,1,0,1,48,24-59,17,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Acceptable,Little to no hunger,8
1,Kachala-Burari-Kura,Female,25,idp,No-Formal education,7,3,4,1,0,0,1,24,24-59,13.5,>12.5,0,0,0,0,1,0,0,0,0,0,1,1,Poor,Moderate Hunger,20
0,Shuwari,Female,30,idp,Senior-Secondary,5,2,3,2,1,1,0,6,0-6,16,>12.5,0,1,1,1,0,1,0,0,0,0,1,1,Poor,Little to no hunger,5
0,Shuwari,Male,40,idp,No-Formal education,6,2,4,2,1,0,1,43,24-59,15,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,18
0,Abatchari,Female,40,idp,No-Formal education,3,2,1,0,0,0,0,0,0-6,0,<11.5,0,1,0,0,0,0,0,0,0,0,1,1,Acceptable,Little to no hunger,0
0,Shuwari,Female,45,host,Senior-Secondary,17,8,9,3,0,1,2,7,6-23,12,11.5-12.5,1,1,1,1,1,0,0,3,1,0,1,1,Poor,Moderate Hunger,13
0,Shuwari,Male,35,idp,Primary,11,5,6,2,0,1,1,13,6-23,13,>12.5,1,2,1,1,0,0,0,1,1,0,1,1,Poor,Moderate Hunger,25
1,Shuwari,Female,30,returnee,No-Formal education,5,2,3,0,0,0,0,0,0-6,0,<11.5,1,0,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,11
1,Alkaleri,Female,40,host,No-Formal education,3,1,2,1,0,0,1,48,24-59,17,>12.5,0,1,0,0,0,0,0,2,2,2,0,0,Borderline,Little to no hunger,16
0,Abatchari,Male,90,idp,No-Formal education,3,1,2,0,0,0,0,0,0-6,0,<11.5,0,2,0,0,0,0,0,3,2,2,1,1,Borderline,Little to no hunger,8
0,Abatchari,Male,30,idp,Primary,5,2,3,3,1,1,1,6,0-6,14.2,>12.5,0,0,1,1,0,0,0,1,1,0,1,1,Borderline,Little to no hunger,11
0,Alkaleri,Male,45,returnee,Higher-Education,11,4,7,3,1,1,1,36,24-59,15,>12.5,0,1,1,1,0,0,0,0,0,0,1,1,Borderline,Little to no hunger,14
0,Alkaleri,Male,60,idp,No-Formal education,5,3,2,0,0,0,0,0,0-6,0,<11.5,0,1,0,0,0,0,0,0,0,0,0,0,Acceptable,Little to no hunger,24
1,Alkaleri,Male,40,host,No-Formal education,8,2,6,2,0,0,2,36,24-59,15,>12.5,0,0,0,0,0,0,0,1,1,0,0,0,Acceptable,Little to no hunger,26
0,Alkaleri,Female,40,returnee,No-Formal education,5,3,2,3,1,1,1,36,24-59,17,>12.5,0,0,0,0,1,0,0,0,0,0,1,1,Borderline,Little to no hunger,9
1,Alkaleri,Male,45,host,Primary,8,5,3,3,0,1,2,24,24-59,16,>12.5,0,0,0,0,0,1,0,0,0,0,0,0,Borderline,Little to no hunger,24
0,Aburi,Male,65,idp,No-Formal education,10,3,7,2,1,1,0,7,6-23,12.8,>12.5,0,1,1,1,0,1,1,1,1,0,1,1,Borderline,Moderate Hunger,18
1,Alkaleri,Female,44,returnee,Higher-Education,7,5,2,0,0,0,0,0,0-6,0,<11.5,0,0,0,0,0,0,0,0,0,0,0,0,Acceptable,Little to no hunger,9
0,Aburi,Male,33,host,No-Formal education,6,2,4,3,1,1,1,6,0-6,12.5,11.5-12.5,0,0,1,1,1,0,0,0,0,0,1,1,Poor,Moderate Hunger,14
1,Alkaleri,Male,60,idp,No-Formal education,4,2,2,2,0,0,2,24,24-59,15,>12.5,0,1,0,0,0,0,0,0,0,0,0,0,Borderline,Little to no hunger,17
1,Alkaleri,Male,43,idp,Senior-Secondary,12,7,5,2,0,0,2,36,24-59,17,>12.5,1,1,0,0,1,0,0,0,0,0,0,0,Poor,Little to no hunger,31
0,Alkaleri,Male,32,idp,No-Formal education,8,4,4,3,0,1,2,18,6-23,15,>12.5,1,1,1,1,0,0,0,0,0,0,1,1,Borderline,Little to no hunger,27
1,Alkaleri,Male,30,returnee,No-Formal education,6,3,3,2,0,0,2,48,24-59,16,>12.5,0,0,0,0,0,0,0,0,0,0,1,1,Acceptable,Little to no hunger,21
1,Alkaleri,Male,51,idp,Junior-Secondary,10,4,6,0,0,0,0,0,0-6,0,<11.5,0,1,0,0,0,0,0,3,1,0,0,0,Acceptable,Little to no hunger,20
0,Shuwari,Male,45,returnee,No-Formal education,4,2,2,0,0,0,0,0,0-6,0,<11.5,0,0,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,20
1,Shuwari,Male,66,idp,No-Formal education,11,7,4,2,1,0,1,12,6-23,14,>12.5,1,3,1,1,0,1,1,1,1,0,1,1,Poor,Moderate Hunger,18
1,Alkaleri,Female,50,returnee,No-Formal education,3,2,1,1,0,0,1,59,24-59,17,>12.5,0,2,0,0,0,0,0,1,1,0,0,0,Borderline,Little to no hunger,12
0,Alkaleri,Male,25,returnee,No-Formal education,4,2,2,0,0,0,0,0,0-6,0,<11.5,0,1,0,0,0,0,0,1,2,2,0,0,Borderline,Little to no hunger,31
0,Shuwari,Female,45,idp,Senior-Secondary,7,3,4,3,1,1,1,20,6-23,12,11.5-12.5,1,1,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,21
1,Alkaleri,Male,40,returnee,No-Formal education,12,5,7,3,1,1,1,48,24-59,15,>12.5,1,1,1,1,0,1,1,1,1,0,1,1,Acceptable,Little to no hunger,9
1,Aburi,Male,51,idp,No-Formal education,12,4,8,2,1,0,1,20,6-23,13.5,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,15
0,Alkaleri,Male,65,returnee,No-Formal education,6,1,5,2,0,1,1,59,24-59,18,>12.5,0,1,0,0,0,0,0,0,0,0,0,0,Borderline,Little to no hunger,12
1,Alkaleri,Male,39,returnee,No-Formal education,6,2,4,3,0,1,2,24,24-59,12,11.5-12.5,0,0,0,0,1,0,0,1,1,0,0,0,Borderline,Little to no hunger,24
1,Shuwari,Male,35,idp,Primary,7,4,3,3,1,1,1,12,6-23,13,>12.5,1,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,26
0,Shuwari,Male,41,idp,Primary,9,3,6,2,1,1,0,6,0-6,13.5,>12.5,0,0,1,1,1,1,1,3,1,0,0,0,Poor,Moderate Hunger,27
0,Shuwari,Male,30,idp,Primary,6,3,3,2,0,1,1,8,6-23,15,>12.5,0,0,1,1,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,14
0,Shuwari,Male,27,idp,Senior-Secondary,5,2,3,2,1,0,1,6,0-6,11.1,<11.5,0,0,1,1,1,0,0,0,0,0,1,1,Acceptable,Moderate Hunger,12
0,Shuwari,Female,45,returnee,Senior-Secondary,10,4,6,4,1,1,2,18,6-23,11,<11.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,11
