Scenario,Store1,Store2,IntentionToSwitch12Months,SelectedStore,Network Provider,FTTC/FTTP,age,Network,TariffType,BB_provider,TV_provider,Store1_exp_key,Store2_exp_key,Store1_Plan,Store1_Addons,Tariff,Store1_TariffSpend,Store1_UpfrontSpend,Store1_AddonsSpend,Store1_DataAllowance,Store1_ContractLength,Store1_TotalMonthlySpend,Store1_Mutation_Upfront,Store1_Mutation_StartingPrice,Store1_Mutation_F1 to F2,Store1_Mutation_F2 to F3,Store1_Mutation_F36 to F55,Store1_Mutation_F55 to F150,Store1_Mutation_F150 to F300,Store1_Mutation_F300 to F500,Store1_Mutation_F500 to F900,Store1_Mutation_Complete WiFi,Store1_Mutation_Hybrid Connect,Store1_Mutation_Cyber Indivudual,Store1_Mutation_Cyber Multiple,Store1_Mutation_In Home,Store1_Mutation_WiFi Prioritise,Store1_Mutation_Bundle Better,Store1_Mutation_Bundle Price,Store1_Mutation_Competitor Price,Store2_Plan,Store2_Addons,Store2_TariffSpend,Store2_UpfrontSpend,Store2_AddonsSpend,Store2_DataAllowance,Store2_ContractLength,Store2_TotalMonthlySpend,Store2_Mutation_Upfront,Store2_Mutation_StartingPrice,Store2_Mutation_F1 to F2,Store2_Mutation_F2 to F3,Store2_Mutation_F36 to F55,Store2_Mutation_F55 to F150,Store2_Mutation_F150 to F300,Store2_Mutation_F300 to F500,Store2_Mutation_F500 to F900,Store2_Mutation_Complete WiFi,Store2_Mutation_Hybrid Connect,Store2_Mutation_Cyber Indivudual,Store2_Mutation_Cyber Multiple,Store2_Mutation_In Home,Store2_Mutation_WiFi Prioritise,Store2_Mutation_Bundle Better,Store2_Mutation_Bundle Price,Store2_Mutation_Competitor Price,mobile_provider_years,mobile_provider_months,mobile_plan_years,mobile_plan_months,mobile_contract_length,mobile_contract_expiry,mobile_data_allowance,mobile_data_usage,mobile_airtime_usage,mobile_spend,mobile_beh_socialMedia,mobile_beh_messaging,mobile_beh_blogs,mobile_beh_videos,mobile_beh_movies,mobile_beh_hotspot,mobile_beh_voice_video_chat,mobile_nwp_satisfaction,mobile_handset_make,bb_spend,bb_provider_satisfaction,bb_speed,bb_fibre_available,tech_seg_statement1,tech_seg_statement2,purchase_location_handset,purchase_location_mobileplan,purchase_location_Broadband,purchase_location_Tvsubscription,gender,marital_status,householdage1,householdage2,householdage3,householdage4,householdage5,householdage6,N_bedrooms,currentLocation_Year,currentLocation_Month,working_status,personal_income,house_location,ukregion,ChiefIncomeEarner
2,EE,Vodafone,0,EE,EE,FTTP,23,No. 15,No. 1,No. 6,No. 3,EE_NAYAN_4,COMPETITOR_VODAFONE,FULL_FIBRE_150,"WHOLE_HOME_WIFI,ALL_ROUNDER_BUNDLE,HPP_PAYG",35.99,35.99,9.99,23.00,No. NA,24.00,58.99,1,8,No. NA,No. NA,2,2,1,4,1,No. NA,1,0,1,1,0,0,1,No. NA,PLAN_9,No. NA,60.00,0.00,0.00,25000,24.00,60.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,2,3.00,0.00,3.00,0.00,4.00,No. 5,No. 5,No. 2,No. 5,40.00,No. 2,No. 5,No. 6,No. 5,No. 7,No. 4,No. 7,3.00,No. 10,33.33,2.00,No. 5,2,No. 4,No. 4,No. 3,No. 1,No. 3,No. 3,No. 2,No. 1,No. 1,No. 1,No. 0,No. 0,No. 0,No. 2,3.00,2.00,0.00,No. 2,No. 2,No. 3,No. 10,No. 5
1,EE,Vodafone,8,Vodafone,Sky,FTTC,22,No. 25,No. 2,No. 2,No. 3,EE_NAYAN_FTTC,COMPETITOR_VODAFONE_FTTC,FIBRE_2,"CYBER_INDIVIDUAL,WIFI_PRIORITISE,BEST_BUNDLE,TV_SPORT",27.00,30.99,39.99,21.00,No. NA,24.00,67.99,6,7,1,0,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,1,0,0,0,1,0,0,No. NA,PLAN_4,No. NA,27.00,0.00,0.00,6000,24.00,27.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,6,1.00,3.00,1.00,3.00,3.00,No. 2,No. 5,No. 4,No. 3,39.00,No. 3,No. 2,No. 2,No. 6,No. 3,No. 4,No. 2,7.00,No. 10,39.00,6.00,No. 3,4,No. 6,No. 5,No. 2,No. 1,No. 1,No. 2,No. 2,No. 1,No. 0,No. 0,No. 0,No. 0,No. 1,No. 2,1.00,11.00,5.00,No. 1,No. 4,No. 3,No. 10,No. 1
0,Sky,EE,1,Sky,O2,FTTP,60,No. 14,No. 2,No. 7,No. 5,COMPETITOR_SKY,EE_NAYAN,PLAN_SUPERFAST,No. NA,28.00,28.00,0.00,0.00,No. NA,18.00,28.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,2,FULL_FIBRE_150,No. NA,31.99,29.99,0.00,No. NA,24.00,31.99,4,6,No. NA,No. NA,2,0,3,0,3,No. NA,0,0,0,1,0,1,0,No. NA,10.00,0.00,1.00,2.00,4.00,No. 4,No. 5,No. 3,No. 2,24.00,No. 2,No. 4,No. 4,No. 2,No. 1,No. 1,No. 3,7.00,No. 1,25.00,7.00,No. 4,4,No. 3,No. 5,No. 2,No. 3,No. 2,No. 2,No. 1,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,1.00,24.00,0.00,No. 2,No. 8,No. 4,No. 6,No. 1
1,EE,Vodafone,8,Vodafone,Vodafone,FTTC,72,No. 12,No. 2,No. 1,No. 5,EE_NAYAN_FTTC,COMPETITOR_VODAFONE_FTTC,FIBRE_1,No. NA,20.00,26.99,29.99,0.00,No. NA,24.00,26.99,2,5,0,2,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,0,1,0,1,1,1,2,No. NA,PLAN_1,No. NA,20.00,0.00,0.00,2000,24.00,20.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,2,5.00,2.00,1.00,6.00,4.00,No. 3,No. 2,No. 1,No. 2,12.00,No. 2,No. 4,No. 4,No. 1,No. 1,No. 1,No. 3,6.00,No. 10,46.00,5.00,No. 3,3,No. 5,No. 2,No. 1,No. 3,No. 3,No. 2,No. 1,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,1.00,0.00,7.00,No. 7,No. 4,No. 3,No. 8,No. 2
0,EE,Vodafone,4,Vodafone,Other,FTTP,41,No. 8,No. 1,No. 4,No. 3,EE_NAYAN_2,COMPETITOR_VODAFONE,FULL_FIBRE_500,ALL_ROUNDER_BUNDLE,31.00,36.99,0.00,20.00,No. NA,24.00,56.99,2,6,No. NA,No. NA,3,0,1,0,No. NA,No. NA,1,1,0,0,0,2,0,No. NA,PLAN_8,No. NA,31.00,0.00,0.00,25000,24.00,31.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,5,1.00,1.00,1.00,1.00,4.00,No. 4,No. 7,No. 5,No. 1,21.00,No. 5,No. 4,No. 4,No. 4,No. 2,No. 1,No. 3,6.00,No. 7,25.00,5.00,No. 4,7,No. 6,No. 4,No. 1,No. 1,No. 2,No. 2,No. 2,No. 1,No. 1,No. 0,No. 1,No. 1,No. 0,No. 2,3.00,2.00,3.00,No. 5,No. 4,No. 3,No. 7,No. 3
0,Sky,EE,3,Sky,Other,FTTP,32,No. 7,No. 1,No. 15,No. 21,COMPETITOR_SKY,EE_NAYAN_2,PLAN_ULTRAFAST_PLUS,No. NA,50.00,50.00,0.00,0.00,No. NA,18.00,50.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,0,FULL_FIBRE_150,WIFI_PRIORITISE,32.99,39.99,5.00,No. NA,24.00,37.99,3,6,No. NA,No. NA,0,3,2,4,No. NA,No. NA,0,0,0,0,1,1,2,No. NA,0.00,1.00,0.00,1.00,2.00,No. 2,No. 8,No. 6,No. 2,12.00,No. 6,No. 4,No. 3,No. 1,No. 1,No. 1,No. 1,5.00,No. 10,10.00,4.00,No. 1,2,No. 4,No. 4,No. 1,No. 1,No. 2,No. 1,No. 2,No. 2,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,4.00,0.00,5.00,No. 5,No. 10,No. 1,No. 7,No. 1
0,EE,Virgin,0,EE,Other,FTTP,57,No. 18,No. 4,No. 1,No. 1,EE_NAYAN_2,COMPETITOR_VIRGIN,FULL_FIBRE_500,"WIFI_PRIORITISE,BEST_BUNDLE,HPP_UNLIM_INTR,TV_VIP",36.99,36.99,39.99,38.00,No. NA,24.00,148.99,1,6,No. NA,No. NA,0,3,1,0,No. NA,No. NA,1,1,0,0,0,0,2,No. NA,PLAN_M50,No. NA,40.00,0.00,0.00,No. NA,18.00,40.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,1,1.00,4.00,1.00,4.00,3.00,No. 1,No. 11,No. 8,No. 5,20.00,No. 4,No. 4,No. 1,No. 7,No. 1,No. 2,No. 1,7.00,No. 12,35.00,7.00,No. 7,7,No. 7,No. 7,No. 2,No. 2,No. 2,No. 2,No. 2,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,4.00,1.00,1.00,No. 2,No. 1,No. 3,No. 2,No. 6
0,EE,Virgin,1,Virgin,Other,FTTC,47,No. 17,No. 2,No. 15,No. 8,EE_NAYAN_FTTC,COMPETITOR_VIRGIN_FTTC,FIBRE_1,No. NA,27.00,22.99,29.99,0.00,No. NA,24.00,22.99,2,1,0,2,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,1,1,1,0,1,1,0,No. NA,PLAN_VOLT_M100,No. NA,27.00,0.00,0.00,No. NA,18.00,27.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,4,0.00,5.00,0.00,5.00,3.00,No. 3,No. 11,No. 8,No. 5,14.00,No. 4,No. 4,No. 2,No. 2,No. 2,No. 2,No. 2,5.00,No. 7,30.00,5.00,No. 7,7,No. 3,No. 4,No. 2,No. 2,No. 2,No. 2,No. 2,No. 1,No. 0,No. 0,No. 1,No. 1,No. 0,No. 2,3.00,14.00,7.00,No. 1,No. 10,No. 4,No. 2,No. 2
0,EE,BT,8,EE,Other,FTTP,43,No. 8,No. 1,No. 3,No. 2,EE_NAYAN_4,COMPETITOR_BT,FULL_FIBRE_1000,No. NA,48.99,48.99,0.00,0.00,No. NA,24.00,48.99,0,0,No. NA,No. NA,1,3,2,3,3,0,0,0,0,0,1,2,2,No. NA,PLAN_FIBRE_100,No. NA,34.00,9.99,0.00,No. NA,24.00,34.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,5,10.00,0.00,2.00,0.00,4.00,No. 1,No. 3,No. 2,No. 1,15.00,No. 4,No. 4,No. 1,No. 2,No. 1,No. 1,No. 2,6.00,No. 1,35.00,6.00,No. 5,7,No. 6,No. 5,No. 1,No. 1,No. 2,No. 1,No. 2,No. 1,No. 0,No. 0,No. 0,No. 1,No. 3,No. 4,3.00,20.00,0.00,No. 1,No. 4,No. 3,No. 5,No. 3
0,EE,Virgin,0,Virgin,Three,FTTC,45,No. 1,No. 4,No. 8,No. 5,EE_NAYAN_FTTC,COMPETITOR_VIRGIN_FTTC,FIBRE_1,No. NA,26.00,24.99,29.99,0.00,No. NA,24.00,24.99,1,3,0,2,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,1,0,0,1,1,2,2,No. NA,PLAN_VOLT_M100,No. NA,26.00,0.00,0.00,No. NA,18.00,26.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,5,3.00,0.00,3.00,0.00,1.00,No. 1,No. 4,No. 4,No. 1,10.00,No. 1,No. 3,No. 3,No. 2,No. 1,No. 8,No. 1,5.00,No. 8,10.00,5.00,No. 7,7,No. 7,No. 1,No. 2,No. 2,No. 2,No. 2,No. 1,No. 2,No. 0,No. 0,No. 0,No. 0,No. 1,No. 1,5.00,3.00,0.00,No. 5,No. 1,No. 2,No. 6,No. 3
2,EE,Sky,6,EE,Sky,FTTP,52,No. 25,No. 1,No. 2,No. 3,EE_NAYAN_2,COMPETITOR_SKY,FULL_FIBRE_150,"CYBER_MULTI,HPP_UNLIM,TV_ENTERTAINMENT",32.99,32.99,69.99,15.00,No. NA,24.00,64.99,3,8,No. NA,No. NA,1,0,3,0,No. NA,No. NA,1,1,0,1,1,1,2,No. NA,PLAN_SUPERFAST,"WIFI_GUARANTEE,SKY_TALK_EVENINGS",25.00,0.00,10.00,No. NA,18.00,35.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,4,3.00,1.00,2.00,0.00,4.00,No. 1,No. 3,No. 2,No. 5,23.00,No. 4,No. 4,No. 4,No. 4,No. 1,No. 1,No. 4,5.00,No. 1,35.00,5.00,No. 2,2,No. 7,No. 5,No. 2,No. 2,No. 2,No. 2,No. 2,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,1.00,10.00,5.00,No. 7,No. 5,No. 3,No. 6,No. 1
0,EE,Virgin,0,Virgin,O2,FTTP,30,No. 14,No. 4,No. 5,No. 8,EE_NAYAN,COMPETITOR_VIRGIN,FULL_FIBRE_36,"WIFI_PRIORITISE,ALL_ROUNDER_BUNDLE",24.00,26.99,39.99,18.00,No. NA,24.00,44.99,3,5,No. NA,No. NA,3,2,0,2,3,No. NA,1,1,0,0,0,1,1,No. NA,PLAN_VOLT_M100,No. NA,24.00,0.00,0.00,No. NA,18.00,24.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,6,1.00,0.00,1.00,0.00,1.00,No. 1,No. 1,No. 1,No. 1,5.00,No. 1,No. 1,No. 1,No. 1,No. 1,No. 1,No. 1,6.00,No. 12,19.00,6.00,No. 1,1,No. 7,No. 1,No. 1,No. 1,No. 3,No. 2,No. 2,No. 2,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,3.00,0.00,3.00,No. 1,No. 3,No. 2,No. 7,No. 3
0,Sky,EE,2,EE,O2,FTTP,38,No. 14,No. 4,No. 4,No. 9,COMPETITOR_SKY,EE_NAYAN_4,PLAN_ESSENTIAL_PLUS,WIFI_GUARANTEE,35.99,33.00,0.00,5.00,No. NA,18.00,38.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,0,FULL_FIBRE_150,WHOLE_HOME_WIFI,35.99,19.99,8.00,No. NA,24.00,43.99,0,7,No. NA,No. NA,2,3,2,4,0,No. NA,1,0,0,0,0,2,2,No. NA,10.00,6.00,10.00,0.00,1.00,No. 1,No. 3,No. 2,No. 5,10.00,No. 4,No. 4,No. 1,No. 3,No. 3,No. 1,No. 2,7.00,No. 1,35.00,7.00,No. 7,7,No. 4,No. 4,No. 3,No. 3,No. 3,No. 3,No. 2,No. 2,No. 0,No. 0,No. 0,No. 0,No. 1,No. 1,2.00,12.00,0.00,No. 6,No. 3,No. 4,No. 2,No. 6
1,EE,Sky,2,Sky,O2,FTTP,62,No. 14,No. 3,No. 2,No. 3,EE_NAYAN,COMPETITOR_SKY,FULL_FIBRE_500,"BEST_BUNDLE,HPP_UNLIM_INTR,TV_VIP",28.00,35.99,59.99,45.00,No. NA,24.00,154.99,4,0,No. NA,No. NA,3,3,3,0,3,No. NA,0,1,0,0,0,2,2,No. NA,PLAN_ULTRAFAST,WIFI_GUARANTEE,28.00,0.00,5.00,No. NA,18.00,33.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,6,7.00,4.00,4.00,4.00,4.00,No. 1,No. 11,No. 8,No. 1,20.00,No. 1,No. 2,No. 2,No. 1,No. 1,No. 1,No. 2,4.00,No. 11,26.00,6.00,No. 7,7,No. 6,No. 3,No. 1,No. 1,No. 3,No. 3,No. 2,No. 1,No. 1,No. 1,No. 0,No. 0,No. 0,No. 4,2.00,7.00,4.00,No. 7,No. 3,No. 3,No. 10,No. 1
0,Virgin,EE,0,Virgin,EE,FTTP,26,No. 15,No. 1,No. 2,No. 8,COMPETITOR_VIRGIN,EE_NAYAN_3,PLAN_VOLT_M100,No. NA,29.00,29.00,0.00,0.00,No. NA,18.00,29.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,3,FULL_FIBRE_55,"WIFI_PRIORITISE,BEST_BUNDLE,HPP_PAYG,TV_BIG_ENTERTAINMENT",29.99,69.99,32.00,No. NA,24.00,88.99,3,7,No. NA,No. NA,0,0,2,3,3,No. NA,1,0,0,1,0,2,0,No. NA,10.00,0.00,10.00,0.00,4.00,No. 3,No. 11,No. 5,No. 5,30.00,No. 8,No. 1,No. 3,No. 4,No. 2,No. 4,No. 8,6.00,No. 1,30.00,3.00,No. 4,7,No. 7,No. 1,No. 1,No. 1,No. 3,No. 3,No. 2,No. 1,No. 1,No. 0,No. 0,No. 0,No. 0,No. 2,1.00,1.00,0.00,No. 2,No. 3,No. 2,No. 2,No. 4
1,EE,Sky,2,Sky,Sky,FTTP,47,No. 25,No. 1,No. 2,No. 3,EE_NAYAN_2,COMPETITOR_SKY,FULL_FIBRE_300,"BEST_BUNDLE,HPP_UNLIM,TV_VIP",30.00,30.99,39.99,27.00,No. NA,24.00,131.99,0,0,No. NA,No. NA,2,1,3,2,No. NA,No. NA,0,1,1,1,0,0,1,No. NA,PLAN_ULTRAFAST,WIFI_GUARANTEE,30.00,0.00,5.00,No. NA,18.00,35.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,5,5.00,1.00,1.00,3.00,4.00,No. 4,No. 7,No. 3,No. 2,50.00,No. 2,No. 4,No. 4,No. 3,No. 2,No. 3,No. 2,6.00,No. 5,70.00,6.00,No. 3,5,No. 5,No. 4,No. 2,No. 2,No. 2,No. 2,No. 1,No. 1,No. 0,No. 0,No. 0,No. 0,No. 1,No. 3,2.00,15.00,4.00,No. 1,No. 5,No. 3,No. 12,No. 2
4,EE,Virgin,5,EE,EE,FTTP,30,No. 15,No. 2,No. 1,No. 8,EE_NAYAN_4,COMPETITOR_VIRGIN,FULL_FIBRE_1000,"HYBRID_CONNECT,ALL_ROUNDER_BUNDLE",46.99,46.99,29.99,15.00,No. NA,24.00,61.99,4,6,No. NA,No. NA,0,0,1,4,1,No. NA,0,0,1,0,0,0,2,No. NA,PLAN_M350,No. NA,56.00,0.00,0.00,No. NA,18.00,56.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,2,11.00,0.00,11.00,0.00,4.00,No. 1,No. 9,No. 6,No. 5,15.00,No. 6,No. 5,No. 1,No. 6,No. 2,No. 2,No. 2,6.00,No. 1,49.00,7.00,No. 4,5,No. 7,No. 7,No. 1,No. 1,No. 2,No. 2,No. 2,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 1,3.00,1.00,6.00,No. 1,No. 5,No. 4,No. 2,No. 2
0,Vodafone,EE,1,EE,Vodafone,FTTC,64,No. 12,No. 2,No. 1,No. 3,COMPETITOR_VODAFONE_FTTC,EE_NAYAN_FTTC,PLAN_4,ANYTIME_LANDLINE,30.99,34.00,0.00,8.00,6000,24.00,42.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,2,FIBRE_3,"ALL_ROUNDER_BUNDLE,TV_SPORT",30.99,39.99,15.00,No. NA,24.00,61.99,6,4,1,2,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,1,1,1,1,1,1,1,No. NA,7.00,7.00,4.00,7.00,3.00,No. 4,No. 2,No. 1,No. 1,10.00,No. 1,No. 3,No. 1,No. 1,No. 1,No. 1,No. 1,5.00,No. 1,52.00,5.00,No. 4,4,No. 5,No. 5,No. 2,No. 2,No. 2,No. 2,No. 2,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 3,1.00,1.00,0.00,No. 7,No. 5,No. 4,No. 3,No. 2
0,EE,Sky,8,Sky,Sky,FTTC,34,No. 25,No. 1,No. 1,No. 8,EE_NAYAN_FTTC,COMPETITOR_SKY_FTTC,FIBRE_1,"WHOLE_HOME_WIFI,ALL_ROUNDER_BUNDLE",28.00,29.99,29.99,28.00,No. NA,24.00,57.99,1,8,0,3,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,0,1,1,1,0,2,2,No. NA,PLAN_SUPERFAST,WIFI_GUARANTEE,28.00,0.00,5.00,No. NA,18.00,33.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,2,2.00,1.00,3.00,1.00,4.00,No. 4,No. 3,No. 3,No. 2,15.00,No. 6,No. 4,No. 4,No. 2,No. 3,No. 1,No. 1,5.00,No. 10,20.00,5.00,No. 1,1,No. 6,No. 3,No. 2,No. 2,No. 2,No. 2,No. 2,No. 1,No. 0,No. 1,No. 1,No. 0,No. 2,No. 4,3.00,3.00,1.00,No. 2,No. 4,No. 4,No. 2,No. 2
0,Virgin,EE,5,Virgin,Other,FTTC,44,No. 11,No. 2,No. 3,No. 2,COMPETITOR_VIRGIN_FTTC,EE_NAYAN_FTTC,PLAN_VOLT_M100,No. NA,26.00,26.00,0.00,0.00,No. NA,18.00,26.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,5,FIBRE_3,No. NA,32.99,39.99,0.00,No. NA,24.00,32.99,3,6,2,1,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,1,1,0,1,1,2,0,No. NA,5.00,6.00,5.00,6.00,1.00,No. 1,No. 4,No. 3,No. 4,5.00,No. 6,No. 8,No. 1,No. 3,No. 1,No. 1,No. 5,4.00,No. 5,43.00,4.00,No. 5,5,No. 4,No. 4,No. 1,No. 3,No. 3,No. 3,No. 1,No. 2,No. 0,No. 0,No. 0,No. 2,No. 0,No. 1,3.00,10.00,0.00,No. 6,No. 4,No. 4,No. 13,No. 7
1,Vodafone,EE,8,EE,EE,FTTC,55,No. 15,No. 4,No. 15,No. 5,COMPETITOR_VODAFONE_FTTC,EE_NAYAN_FTTC,PLAN_3,No. NA,33.99,21.00,0.00,0.00,6000,24.00,21.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,2,FIBRE_3,No. NA,33.99,9.99,0.00,No. NA,24.00,33.99,2,6,1,3,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,0,1,1,1,0,2,0,No. NA,7.00,6.00,7.00,6.00,1.00,No. 1,No. 3,No. 1,No. 1,10.00,No. 6,No. 4,No. 5,No. 4,No. 2,No. 1,No. 3,6.00,No. 10,18.99,4.00,No. 4,4,No. 3,No. 6,No. 2,No. 3,No. 3,No. 2,No. 1,No. 1,No. 0,No. 0,No. 0,No. 1,No. 0,No. 3,2.00,7.00,10.00,No. 1,No. 6,No. 4,No. 2,No. 3
1,EE,BT,0,BT,EE,FTTP,28,No. 15,No. 1,No. 3,No. 2,EE_NAYAN_2,COMPETITOR_BT,FULL_FIBRE_36,"WHOLE_HOME_WIFI,ALL_ROUNDER_BUNDLE,HPP_UNLIM,TV_ENTERTAINMENT",23.00,29.99,69.99,28.00,No. NA,24.00,74.99,3,8,No. NA,No. NA,2,0,1,2,No. NA,No. NA,0,1,1,1,1,0,1,No. NA,PLAN_FIBRE_1,No. NA,23.00,0.00,0.00,No. NA,24.00,23.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,6,10.00,0.00,1.00,0.00,4.00,No. 4,No. 6,No. 4,No. 1,30.00,No. 7,No. 6,No. 6,No. 2,No. 1,No. 1,No. 2,7.00,No. 10,30.00,7.00,No. 3,3,No. 7,No. 5,No. 3,No. 3,No. 2,No. 2,No. 2,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 1,2.00,2.00,6.00,No. 1,No. 6,No. 1,No. 3,No. 4
1,BT,EE,4,BT,Other,FTTC,45,No. 8,No. 1,No. 1,No. 1,COMPETITOR_BT_FTTC,EE_NAYAN_FTTC,PLAN_FIBRE_ESSENTIAL,No. NA,24.00,24.00,10.00,0.00,No. NA,24.00,24.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,5,FIBRE_1,"WHOLE_HOME_WIFI,HPP_UNLIM_INTR,TV_ENTERTAINMENT",25.99,69.99,25.00,No. NA,24.00,67.99,0,4,2,3,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,0,1,0,0,0,1,0,No. NA,6.00,8.00,6.00,6.00,4.00,No. 5,No. 4,No. 4,No. 2,35.00,No. 7,No. 6,No. 7,No. 6,No. 7,No. 7,No. 8,5.00,No. 10,15.00,5.00,No. 3,3,No. 7,No. 5,No. 1,No. 1,No. 3,No. 3,No. 2,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,3.00,9.00,4.00,No. 2,No. 3,No. 3,No. 7,No. 4
0,Vodafone,EE,5,EE,Three,FTTP,33,No. 1,No. 1,No. 4,No. 3,COMPETITOR_VODAFONE,EE_NAYAN_3,PLAN_6,No. NA,27.99,39.00,0.00,0.00,6000,24.00,39.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,1,FULL_FIBRE_150,No. NA,27.99,19.99,0.00,No. NA,24.00,27.99,0,0,No. NA,No. NA,1,3,2,4,1,No. NA,0,0,0,0,1,2,0,No. NA,6.00,0.00,1.00,0.00,3.00,No. 5,No. 11,No. 3,No. 2,40.00,No. 7,No. 8,No. 3,No. 4,No. 5,No. 5,No. 3,7.00,No. 1,29.00,7.00,No. 3,4,No. 7,No. 1,No. 1,No. 1,No. 1,No. 1,No. 1,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,3.00,6.00,0.00,No. 1,No. 7,No. 1,No. 7,No. 1
