spending,nudge,age,male,education_level,income
6.06,0,45,1,1,9.29
10.80,1,55,1,1,2.68
8.38,0,21,1,2,4.48
10.40,1,28,1,5,0.05
10.14,1,48,1,5,8.63
11.34,0,29,0,4,3.05
11.74,1,44,1,1,8.35
7.26,0,65,1,1,6.17
11.75,0,40,0,4,0.81
14.71,1,65,0,3,7.67
11.19,0,44,1,1,0.44
10.15,0,38,0,2,4.44
6.33,0,31,1,3,7.39
13.27,1,48,0,2,5.12
10.16,1,22,0,0,5.15
12.17,1,50,0,3,9.38
8.72,1,54,1,2,6.76
10.71,1,21,1,0,3.93
10.82,0,63,0,2,2.10
12.62,0,59,0,1,5.65
10.13,1,27,1,3,4.53
11.46,1,49,1,5,7.62
11.31,0,39,0,5,2.93
10.82,1,63,0,2,5.26
7.21,1,25,1,5,7.92
6.74,1,61,1,3,6.70
11.96,1,45,0,4,8.95
10.04,1,41,1,2,7.32
14.97,1,52,0,4,2.78
6.18,1,32,1,5,0.43
11.72,0,63,1,3,0.06
8.12,1,32,1,4,1.15
9.94,1,19,1,4,3.58
11.50,0,20,0,2,4.86
9.95,0,27,1,5,9.88
10.01,1,66,1,1,2.00
10.38,1,30,1,2,3.88
10.69,0,33,0,2,3.29
5.13,1,49,1,4,8.16
10.56,1,38,1,2,5.37
10.77,1,63,0,1,8.60
10.80,1,25,0,3,4.59
10.18,1,24,1,2,8.96
10.36,1,33,0,3,0.82
14.16,1,63,0,0,0.90
6.64,1,41,1,3,8.98
10.05,0,28,0,3,3.43
10.95,0,26,0,2,6.17
13.60,1,54,0,1,9.11
11.06,1,43,1,5,5.78
8.65,0,59,1,2,1.10
12.21,1,60,0,4,5.44
6.42,1,19,1,3,3.25
11.04,0,45,0,3,4.51
9.30,1,63,1,1,4.35
11.30,0,36,0,1,3.95
11.05,1,20,0,1,0.94
12.31,0,67,0,2,6.27
9.48,1,47,1,2,7.44
11.51,0,23,0,2,0.36
11.93,1,25,0,4,9.91
7.06,1,38,1,5,4.72
10.69,0,54,1,4,4.10
10.50,0,45,0,4,0.62
7.18,1,30,1,2,2.43
15.33,1,60,0,4,9.52
5.41,1,33,1,2,7.23
14.30,0,52,0,4,4.92
6.36,1,47,1,4,2.40
6.50,0,30,1,2,8.04
8.03,1,41,1,2,5.13
7.55,0,45,1,1,1.02
14.57,0,49,0,5,4.68
15.47,0,61,0,4,3.08
10.86,0,48,1,2,7.57
5.14,1,18,1,4,6.55
12.91,0,39,1,3,1.01
4.19,1,46,1,4,9.54
12.67,0,59,0,0,1.43
15.92,1,64,1,3,9.39
12.16,0,34,0,2,9.38
10.94,0,33,0,3,1.89
7.84,0,55,1,4,3.28
13.96,0,41,0,2,6.37
15.38,0,68,0,1,2.62
11.45,1,26,0,4,7.30
12.77,1,38,0,1,3.47
11.13,0,22,0,0,9.70
9.64,0,39,1,3,4.64
10.85,0,32,0,2,7.12
5.74,0,24,1,1,1.40
10.49,1,59,0,3,8.58
10.38,1,64,1,5,8.93
4.91,0,38,1,3,7.42
12.67,1,64,1,1,5.86
7.18,0,42,1,2,0.67
10.78,1,46,0,4,5.63
11.98,0,64,1,2,6.76
10.40,1,57,0,0,6.43
5.60,1,54,1,1,1.74
9.79,0,60,0,1,8.56
7.27,1,24,1,0,0.26
9.62,0,41,1,2,2.76
3.57,1,19,1,2,6.44
13.16,0,39,0,3,7.84
10.11,0,20,0,2,4.11
10.74,0,21,1,0,1.27
10.63,0,67,1,2,4.03
13.81,0,47,0,1,9.72
13.55,0,38,0,4,7.91
13.70,1,56,0,2,8.23
5.34,0,64,1,1,3.07
13.98,0,51,0,1,8.64
6.47,0,41,1,5,1.05
12.44,0,28,0,2,7.16
10.45,1,20,0,0,1.03
14.78,1,59,0,3,5.49
10.27,0,50,1,2,1.95
12.99,1,63,1,0,8.66
12.07,0,34,1,2,6.33
8.98,1,53,1,3,9.43
11.93,0,30,0,1,8.14
15.80,0,62,0,1,9.02
8.43,1,28,1,0,4.55
12.16,0,61,0,0,9.76
11.51,1,43,1,0,5.05
12.01,1,29,0,3,0.63
13.69,0,41,0,4,8.35
6.08,1,61,1,3,5.73
15.13,1,64,0,3,7.43
7.40,1,50,1,2,5.70
12.88,1,36,0,0,8.30
10.89,1,43,0,2,1.03
9.09,0,44,1,4,7.50
14.72,1,66,0,4,0.08
11.28,1,51,0,4,3.46
12.32,1,55,0,1,2.77
13.06,1,42,0,0,6.05
3.90,1,57,1,4,4.20
11.71,1,44,1,2,5.23
11.11,1,48,1,5,4.64
10.26,1,37,0,4,0.84
9.85,0,29,1,2,5.93
11.63,1,42,0,0,6.20
5.99,1,35,1,1,1.52
11.62,1,21,0,1,2.94
11.39,0,61,0,3,7.19
14.31,1,63,1,3,6.91
10.88,1,50,0,2,8.74
10.61,0,59,1,3,1.56
11.59,0,64,0,2,0.62
11.25,0,52,0,2,3.36
10.54,1,54,0,1,2.06
8.08,0,28,1,4,8.36
5.56,1,20,1,3,9.41
2.53,0,39,1,2,1.95
11.69,1,53,1,3,1.84
11.65,0,25,0,3,4.65
8.99,1,62,1,4,0.60
10.12,0,48,0,2,8.68
10.59,1,44,1,1,6.57
11.09,0,53,0,3,0.24
16.49,1,64,1,4,3.32
6.29,1,54,1,4,6.38
11.04,1,27,0,3,4.25
9.52,1,32,1,1,6.41
9.39,1,67,1,0,4.49
11.48,1,43,0,2,0.11
11.11,0,18,0,3,8.83
8.89,1,27,1,0,4.15
11.27,1,28,0,5,5.12
12.14,1,22,0,4,6.15
14.34,1,53,0,0,5.69
10.47,0,23,0,2,3.01
12.07,1,54,0,2,0.69
13.18,1,39,0,3,8.04
12.16,0,44,0,2,8.66
13.23,1,34,0,1,0.62
7.09,1,38,1,4,3.59
9.58,0,56,1,4,1.77
11.76,1,32,1,4,5.41
9.10,1,39,1,3,0.28
6.59,1,27,1,3,1.74
10.82,0,19,0,2,1.76
12.53,0,62,0,2,0.71
11.11,0,61,1,3,3.36
12.59,0,54,0,3,8.05
14.91,0,58,0,1,2.78
7.50,1,31,1,4,7.58
10.23,0,32,0,5,8.72
11.83,0,48,0,5,3.25
8.67,1,53,1,2,5.80
12.40,0,42,0,0,0.93
10.98,1,51,0,4,4.04
12.06,1,24,0,1,2.33
6.82,0,67,1,3,3.01
10.84,0,42,0,4,3.59
13.55,0,57,0,0,7.19
10.26,1,39,0,1,1.46
6.06,1,55,1,5,4.92
10.28,0,67,0,3,4.62
10.24,0,67,1,1,9.22
10.58,1,24,1,0,7.63
14.64,0,60,0,5,5.15
13.50,1,57,0,0,9.91
11.86,0,60,0,3,0.53
9.30,1,64,1,0,6.10
10.34,1,35,0,0,6.30
11.15,0,52,1,4,8.20
13.44,1,47,0,2,4.11
12.00,0,22,0,2,1.61
12.34,1,61,0,4,8.66
10.66,1,66,1,3,7.26
11.27,1,29,0,3,1.06
12.11,0,37,0,1,2.83
7.34,1,50,1,3,7.77
10.23,0,28,0,1,6.10
8.81,1,22,1,1,7.83
9.83,1,59,1,2,2.40
13.44,1,47,0,0,9.44
12.32,1,41,0,1,5.18
10.91,0,39,0,3,2.20
5.80,1,46,1,5,0.28
10.18,1,42,0,0,0.53
10.54,1,18,0,1,1.66
13.10,0,68,0,1,7.52
12.75,0,63,0,5,3.74
6.12,0,46,1,4,4.51
12.78,0,32,0,1,7.61
11.74,1,65,1,1,1.08
5.40,1,56,1,5,1.15
14.26,1,60,0,2,1.66
10.43,1,47,0,2,7.60
13.36,0,55,1,1,9.37
10.58,1,32,0,3,6.52
4.05,0,24,1,1,8.94
9.92,0,47,0,3,5.51
10.39,0,36,0,3,3.07
6.17,1,26,1,4,6.52
7.65,0,21,1,0,0.48
10.03,0,26,0,0,2.55
6.50,1,64,1,1,7.32
10.56,1,66,0,4,5.88
11.64,0,49,1,4,1.06
5.75,0,51,1,1,5.25
13.35,1,36,0,1,7.88
13.24,1,65,1,5,7.03
12.31,1,40,0,2,4.04
11.83,1,33,0,4,7.25
10.89,0,41,0,2,7.40
9.52,1,29,1,1,7.72
12.19,1,25,0,3,0.60
11.20,0,20,0,4,7.84
13.79,1,38,0,5,1.23
7.53,1,33,1,4,4.39
14.92,0,64,0,4,4.28
4.81,0,44,1,5,9.96
12.22,1,63,1,3,5.36
9.45,0,55,1,3,1.77
16.28,1,67,0,3,0.68
9.35,1,29,1,0,7.90
7.30,0,67,1,2,2.08
10.90,0,49,0,3,4.20
10.07,0,24,0,5,2.12
4.80,0,35,1,1,2.07
12.71,1,62,0,3,9.40
7.09,1,31,1,4,4.97
7.60,1,41,1,1,0.81
12.64,0,63,0,4,2.18
6.95,0,35,1,3,7.53
5.48,1,25,1,2,7.77
10.02,1,57,1,2,5.91
4.81,0,57,1,0,0.80
9.73,1,49,1,2,2.29
11.67,0,34,1,3,9.47
6.03,1,67,1,2,5.24
13.63,0,59,0,4,6.89
13.42,0,57,0,1,5.01
5.08,0,51,1,2,0.07
5.56,1,45,1,1,6.79
12.96,0,59,0,2,6.22
10.67,1,44,0,2,1.20
13.06,0,59,0,3,2.53
10.53,1,62,0,4,3.28
11.02,0,65,1,3,6.75
12.84,0,58,0,4,0.29
12.50,0,40,0,1,6.51
11.68,1,52,0,3,7.13
8.69,1,58,1,5,9.36
10.70,0,19,0,4,1.60
13.64,1,66,0,1,6.69
7.58,1,39,1,1,7.17
8.60,0,54,1,3,8.81
12.10,1,26,0,1,2.34
8.92,0,25,1,0,0.58
12.66,0,52,0,0,3.48
12.16,0,29,0,5,2.53
15.64,1,65,0,4,1.92
10.56,0,41,0,5,7.21
14.96,0,53,0,4,2.84
9.08,1,65,1,2,8.84
14.10,1,60,0,2,9.09
14.07,1,61,0,3,5.82
13.32,0,61,0,3,2.83
13.68,0,48,0,2,2.89
5.55,0,35,1,0,4.63
10.53,0,58,1,1,7.52
12.28,1,22,1,2,9.91
10.76,0,67,0,4,1.94
9.72,1,29,1,1,9.62
7.26,1,44,1,2,1.92
3.96,1,57,1,5,1.56
6.75,1,63,1,2,6.61
9.61,1,66,1,4,9.36
10.48,0,24,0,5,6.84
8.92,1,20,1,1,4.12
12.44,1,65,1,3,4.26
4.25,0,26,1,3,4.28
10.47,0,32,0,1,2.66
10.82,1,54,0,3,0.48
13.98,0,64,0,5,6.16
10.46,0,66,0,1,4.57
6.08,0,56,1,0,1.14
2.35,0,25,1,2,9.19
13.97,0,65,0,4,3.84
11.94,1,54,0,0,8.04
10.49,0,47,0,3,2.67
11.42,0,43,0,1,9.19
10.06,1,25,1,4,7.03
10.84,1,30,0,0,6.04
11.59,1,48,1,5,2.45
13.87,1,45,0,3,4.38
5.24,0,31,1,2,5.51
12.73,0,37,0,4,0.48
9.22,0,32,1,4,4.07
11.09,0,33,0,1,1.29
15.54,1,62,0,0,6.74
11.87,0,50,0,4,8.69
7.99,1,27,1,5,4.25
11.30,0,65,0,0,7.36
13.22,0,48,0,4,9.61
8.63,1,28,1,3,9.28
11.49,0,23,0,4,4.33
15.28,1,55,0,0,3.50
4.99,0,46,1,3,4.63
10.83,1,30,0,4,8.14
11.20,0,32,0,0,2.81
11.74,0,53,0,2,9.10
10.15,1,52,0,4,0.56
10.21,0,25,0,0,5.96
10.92,1,44,1,0,0.45
11.48,1,54,1,1,2.34
9.26,0,38,1,3,9.52
9.90,0,34,1,2,5.01
14.45,0,52,0,4,9.24
9.78,0,49,0,0,9.40
14.19,0,64,0,1,2.65
11.68,0,66,1,4,9.11
11.71,0,20,0,3,0.21
10.72,1,59,1,3,7.52
11.17,1,45,0,5,6.52
10.02,1,64,0,1,2.05
13.08,0,66,0,1,2.35
13.13,0,62,0,2,5.13
6.79,1,40,1,0,4.64
14.51,0,51,0,2,8.67
9.24,1,43,1,5,6.36
6.09,0,39,1,0,9.71
11.38,0,22,0,3,9.42
6.64,0,26,1,1,6.62
13.57,1,51,0,2,7.84
14.64,0,48,0,3,5.32
5.15,0,52,1,3,5.31
12.51,0,63,0,4,5.36
10.13,1,52,1,1,9.70
11.49,0,40,1,1,2.77
10.37,1,24,0,2,5.98
9.31,1,33,1,2,4.33
6.41,1,37,1,2,6.67
10.99,1,39,0,5,9.91
11.07,0,42,0,4,8.98
12.75,1,67,1,0,5.51
8.89,0,21,1,2,3.63
5.71,0,34,1,5,2.61
12.19,0,43,0,4,2.40
10.03,0,26,0,3,5.18
15.53,1,63,0,5,0.64
6.10,1,67,1,2,7.95
5.64,1,22,1,1,9.69
6.38,1,47,1,2,5.44
10.30,1,54,0,3,2.89
7.49,0,51,1,1,5.61
10.59,1,52,1,4,4.71
10.59,0,56,1,3,1.53
3.46,0,41,1,3,3.03
10.99,1,49,0,4,8.18
11.41,0,55,0,0,1.89
11.33,0,32,1,0,6.35
10.82,0,34,0,4,3.20
10.31,0,19,1,3,4.68
10.63,0,37,0,2,1.86
4.34,0,65,1,4,2.02
11.25,1,25,0,2,3.64
13.96,0,48,0,3,0.35
6.12,0,53,1,1,8.98
9.71,1,67,1,1,1.22
12.24,0,52,0,4,1.12
10.80,0,46,0,4,5.18
8.63,1,55,1,4,1.13
10.89,1,25,0,0,3.24
11.72,0,55,0,0,8.36
8.02,1,25,1,3,4.67
10.08,0,41,1,4,1.10
11.10,1,46,0,0,0.31
12.46,1,64,0,1,2.51
15.91,1,65,0,3,0.61
4.14,0,22,1,0,2.66
6.16,1,61,1,0,7.43
12.16,1,43,1,5,0.39
11.32,0,19,0,2,5.56
9.43,1,64,1,1,4.16
10.52,1,19,0,1,7.09
3.54,0,27,1,3,7.61
7.90,0,67,1,2,2.72
9.89,0,61,0,4,8.74
14.61,0,63,0,2,2.08
11.23,0,41,0,3,3.21
12.73,1,53,0,3,6.39
12.76,0,65,0,4,1.44
11.95,0,28,0,2,2.84
12.25,0,58,0,0,4.85
9.61,1,63,1,5,5.58
10.45,1,48,1,3,8.40
10.40,1,51,0,4,9.00
10.23,0,27,0,4,9.27
12.91,0,34,0,1,3.55
9.81,0,32,0,3,5.54
10.16,1,44,0,1,4.15
10.84,1,48,0,2,7.56
6.28,1,60,1,4,0.48
11.99,0,32,0,5,5.09
12.42,0,59,0,2,8.70
11.23,1,31,0,1,4.68
10.73,0,20,0,1,8.55
11.09,1,66,1,5,1.28
10.13,0,33,0,3,7.04
12.32,0,57,0,2,3.19
4.57,1,50,1,2,0.90
11.31,0,42,1,5,3.24
11.09,1,23,1,0,0.13
10.26,1,23,1,2,3.99
11.30,1,20,0,4,3.41
8.10,1,60,1,2,7.31
5.77,0,21,1,0,0.21
10.95,0,45,1,1,0.15
12.12,1,32,0,2,7.36
9.84,1,31,1,4,4.35
7.23,1,20,1,3,7.53
14.77,0,62,0,2,7.36
10.93,0,32,0,1,2.40
13.21,0,45,0,2,0.91
11.67,0,37,0,0,9.36
9.66,1,28,1,4,2.28
11.02,1,57,1,2,7.32
12.20,1,42,1,3,2.49
10.80,0,67,0,3,5.30
15.12,0,61,0,3,0.74
15.72,0,61,0,2,6.97
12.98,0,60,0,4,0.26
15.55,1,68,0,5,9.69
13.03,0,34,0,1,3.38
13.15,1,62,0,2,0.31
11.10,1,23,0,4,0.49
12.63,0,54,1,1,9.10
13.48,1,53,1,1,5.72
8.13,1,59,1,4,1.61
3.76,1,21,1,0,6.77
13.26,1,45,0,1,0.78
9.92,1,19,1,0,1.79
5.58,1,55,1,2,2.38
5.91,1,39,1,1,5.60
14.54,0,61,0,4,0.24
4.90,1,27,1,1,2.93
9.51,1,52,1,1,2.03
13.13,0,66,0,2,4.68
13.55,1,61,1,4,8.70
4.05,0,42,1,1,4.97
9.45,0,21,1,1,4.72
6.07,0,55,1,5,9.54
14.10,0,47,0,3,1.78
12.08,1,59,0,1,8.19
11.94,0,47,0,3,6.38
14.56,0,58,0,2,5.95
14.14,0,56,0,1,0.51
8.81,0,21,1,2,7.43
7.04,0,66,1,0,3.38
10.05,1,54,0,1,7.73
9.02,0,66,1,4,8.41
7.45,1,67,1,2,1.76
8.47,1,28,1,3,9.71
12.28,1,45,0,0,0.48
3.45,0,38,1,4,6.04
11.61,1,33,0,1,3.03
9.91,0,18,0,3,6.53
5.52,0,38,1,4,9.11
11.13,0,27,0,4,3.69
10.38,0,30,1,1,9.64
11.92,1,27,0,4,6.84
4.31,1,22,1,2,4.42
8.26,1,47,1,0,0.05
10.40,0,23,1,4,7.73
6.92,1,25,1,3,5.41
8.27,1,45,1,4,2.10
10.11,0,59,0,0,6.53
9.97,1,37,0,0,4.25
10.95,1,43,1,3,8.15
9.62,0,61,1,4,7.53
11.29,0,55,0,1,3.00
5.26,1,33,1,5,4.48
11.12,1,54,0,2,5.47
2.05,0,43,1,0,2.62
5.03,1,52,1,2,1.51
4.98,0,54,1,5,0.79
6.29,0,47,1,5,2.86
6.65,1,27,1,1,7.32
12.69,1,40,0,3,7.40
7.58,1,44,1,3,1.86
10.18,1,27,0,1,0.48
8.35,0,34,1,2,1.26
6.96,1,31,1,1,9.74
15.11,0,67,1,5,2.10
8.66,0,48,1,3,8.53
7.91,1,30,1,1,3.40
6.72,1,57,1,3,7.66
13.14,1,63,0,2,2.88
12.20,1,32,0,1,1.10
5.46,0,29,1,4,0.85
4.98,1,31,1,0,2.95
10.73,0,27,0,4,6.62
8.48,1,24,1,1,8.23
12.43,1,36,0,1,3.11
12.49,1,63,1,3,4.83
9.81,1,48,0,1,6.67
11.67,0,66,1,2,3.68
12.68,0,48,0,2,5.01
11.32,1,58,1,1,9.76
3.46,1,43,1,5,0.48
8.79,0,48,1,5,8.59
6.65,1,60,1,1,0.24
13.35,1,45,1,2,9.05
9.85,0,30,1,1,7.91
7.31,0,65,1,4,8.41
8.01,0,39,1,3,4.13
11.06,1,34,0,3,6.83
11.94,0,27,0,3,4.07
12.86,0,58,0,4,1.30
8.95,1,33,1,2,4.75
11.58,0,21,0,2,0.52
10.68,1,64,0,2,3.36
10.40,0,48,0,2,3.13
14.44,0,59,0,3,9.40
9.86,0,30,0,1,7.58
11.80,1,67,1,0,0.39
12.50,1,52,0,3,8.78
10.99,1,25,0,4,8.36
11.59,1,22,0,1,3.77
8.01,1,42,1,3,1.02
9.18,1,32,1,0,5.91
12.91,1,33,0,4,2.65
11.55,1,48,1,2,1.67
10.63,0,27,1,5,8.73
11.67,1,18,0,3,6.44
10.18,0,33,0,1,5.78
11.86,0,27,0,4,0.80
9.34,1,28,1,3,4.58
8.92,0,67,1,3,1.75
9.73,0,37,1,3,6.75
10.90,1,22,0,1,3.61
12.80,0,58,0,3,6.99
3.40,1,53,1,0,7.15
10.28,0,36,1,3,5.45
11.81,0,54,0,3,3.91
4.53,1,42,1,1,3.54
13.01,1,35,0,3,0.71
10.96,0,43,0,4,6.86
2.72,0,51,1,5,3.62
9.75,0,22,0,2,7.88
15.67,1,68,0,2,8.09
14.14,0,44,0,4,6.02
11.10,1,43,0,2,7.77
5.32,0,38,1,1,7.49
13.54,1,57,1,2,7.91
12.00,0,38,0,2,7.23
10.99,1,36,0,1,8.10
10.83,1,42,0,1,9.10
5.64,1,38,1,0,5.19
12.14,1,54,1,5,0.81
13.57,0,67,1,3,6.50
14.97,0,53,0,3,6.44
11.81,0,44,0,1,1.42
11.53,0,23,0,2,8.66
9.84,0,25,0,5,8.70
6.52,1,18,1,1,8.38
6.82,0,53,1,4,3.53
13.32,1,49,0,0,3.35
13.76,0,48,0,3,3.40
10.73,0,23,0,0,2.04
14.49,0,54,0,5,9.29
12.05,1,41,0,2,6.57
11.35,0,22,0,3,2.43
10.73,0,29,0,2,5.72
9.10,0,64,1,4,1.70
10.19,0,34,0,5,0.34
11.61,0,38,1,2,6.07
7.17,0,65,1,3,1.82
11.19,1,32,0,0,1.63
9.63,0,48,1,1,1.90
13.40,0,44,0,2,2.20
9.99,0,30,0,4,7.28
13.77,0,58,1,3,3.39
11.88,1,40,0,1,5.26
14.62,0,54,0,4,6.85
7.66,0,50,1,1,8.24
13.14,0,54,0,4,3.16
10.21,1,32,0,3,4.00
7.85,1,49,1,1,4.88
11.25,0,24,0,0,7.76
13.82,1,54,0,1,9.68
15.38,0,60,0,1,5.71
6.49,1,59,1,2,7.14
4.82,1,26,1,2,7.15
12.14,1,38,0,1,5.23
4.48,0,30,1,4,3.21
12.36,1,24,0,3,1.29
11.05,0,49,1,0,5.83
8.22,0,60,1,0,1.97
11.03,1,29,1,4,3.09
10.73,0,49,0,4,9.24
7.16,1,42,1,0,5.05
13.42,0,60,0,2,4.60
10.57,1,26,0,0,5.03
13.86,0,54,0,0,0.11
12.36,1,66,1,4,4.42
8.15,1,65,1,0,6.90
12.00,0,56,0,5,6.43
8.35,1,45,1,0,2.13
10.91,0,40,0,3,9.35
10.29,0,23,0,2,7.09
10.25,0,60,1,3,4.12
6.77,1,39,1,3,2.78
12.37,1,49,0,2,2.20
10.06,0,18,0,2,9.61
11.31,1,58,0,3,9.53
13.25,0,65,0,4,1.42
12.12,1,46,0,4,5.56
9.28,1,46,1,4,6.79
13.01,0,35,0,3,8.97
9.91,0,56,1,2,6.06
7.86,0,60,1,2,8.76
11.28,1,34,1,1,5.33
12.54,0,61,0,2,2.29
11.39,1,51,0,3,9.59
11.41,1,43,0,0,7.26
11.66,1,40,0,2,4.44
11.94,1,59,0,1,9.75
8.35,0,50,1,2,8.57
10.10,1,67,0,2,8.59
7.69,1,24,1,4,3.51
9.99,1,67,1,5,2.79
8.42,1,42,1,3,8.03
11.76,0,56,0,2,2.31
11.13,1,34,0,4,7.35
3.25,0,63,1,2,3.73
6.27,0,58,1,2,2.35
13.79,0,42,0,5,3.59
12.99,0,38,0,4,1.68
11.24,0,28,0,1,5.15
13.85,0,61,0,5,5.30
5.53,0,37,1,0,7.71
8.54,1,26,1,2,9.73
13.44,0,37,0,5,9.70
6.77,0,37,1,3,1.86
10.38,0,26,0,2,6.55
8.79,1,47,1,4,2.89
12.14,0,44,0,3,5.29
7.84,0,64,1,0,5.17
10.28,0,24,1,3,1.97
11.16,0,29,1,0,2.09
11.82,0,44,0,4,2.09
7.13,1,28,1,4,6.01
6.00,0,38,1,4,5.76
10.55,1,35,1,2,0.01
11.36,1,47,0,3,8.00
12.21,1,34,0,1,6.19
10.00,1,32,0,2,4.56
4.23,1,38,1,4,9.76
11.14,0,21,0,2,4.43
10.48,0,42,0,4,4.53
7.08,1,59,1,1,8.82
8.41,1,65,1,3,9.87
4.89,1,50,1,3,2.36
11.51,0,18,0,2,3.77
4.62,0,21,1,4,4.73
10.17,1,56,0,1,9.94
4.87,1,47,1,1,2.28
10.49,1,67,1,5,2.89
11.93,1,61,1,1,8.72
9.64,0,42,1,0,1.12
11.14,1,19,0,2,4.38
11.07,0,58,1,4,1.79
6.93,0,38,1,2,9.42
11.14,0,20,0,4,2.87
2.64,0,46,1,4,9.63
11.36,1,46,1,2,7.05
11.46,1,33,1,2,6.34
12.01,0,61,0,1,3.25
11.76,0,31,0,0,3.96
10.16,1,53,1,0,1.39
3.48,0,31,1,3,2.21
9.97,1,37,1,4,5.71
11.14,1,49,1,1,6.97
10.02,1,51,0,3,7.48
7.67,0,25,1,1,2.92
10.97,0,33,0,4,8.40
12.32,0,60,0,0,1.30
11.78,0,23,0,4,0.92
12.37,0,40,0,5,4.10
8.23,1,20,1,0,0.86
7.55,1,56,1,5,8.79
10.60,0,39,0,4,4.11
5.04,0,59,1,3,9.28
10.10,0,38,0,2,3.97
6.28,1,49,1,0,7.17
4.91,1,21,1,2,10.00
11.61,1,22,0,4,4.58
10.60,0,23,0,2,0.81
10.03,1,25,0,1,0.14
9.25,1,62,1,4,8.28
11.89,0,52,0,4,2.26
10.15,1,19,0,5,6.12
6.00,1,44,1,0,4.49
6.71,1,68,1,3,4.70
10.70,0,39,0,4,6.01
10.93,1,61,1,1,3.99
8.34,1,65,1,0,6.76
5.86,0,32,1,0,8.52
6.76,0,58,1,1,7.08
10.97,1,24,0,2,5.05
11.57,0,57,0,3,0.87
12.67,0,48,0,5,1.47
11.42,1,43,1,5,7.80
7.08,1,33,1,2,0.34
5.50,1,18,1,4,7.03
12.54,0,36,0,2,2.31
3.74,0,63,1,1,1.45
8.51,0,47,1,1,0.01
10.24,1,50,1,3,0.99
9.18,1,67,1,2,1.89
6.10,0,61,1,4,3.10
9.64,1,26,1,5,6.04
11.51,0,42,0,2,9.76
9.11,0,19,1,4,4.80
11.38,0,31,1,4,9.78
10.95,1,51,0,5,2.32
12.43,1,60,1,4,6.76
10.37,0,29,0,3,0.33
8.20,0,32,1,4,0.84
7.64,0,23,1,4,4.43
8.67,1,51,1,3,5.30
13.92,1,59,0,2,8.38
13.27,0,41,0,2,4.21
10.11,0,25,0,1,9.86
3.19,1,45,1,5,2.73
12.34,0,61,0,1,8.10
11.04,1,30,0,4,7.53
10.81,1,57,0,4,9.64
15.80,1,63,0,3,1.11
3.49,0,25,1,1,7.70
13.45,1,61,0,4,0.53
12.94,1,55,0,3,4.48
12.47,1,39,0,0,0.74
12.31,0,50,0,1,4.34
10.06,0,21,0,0,6.04
11.22,0,33,0,4,0.58
14.93,0,55,0,2,8.42
10.97,1,25,0,5,9.83
11.58,1,31,0,5,1.75
13.46,1,44,0,4,6.40
6.71,1,43,1,5,2.14
10.18,0,30,0,5,8.20
3.78,0,33,1,0,0.74
14.87,1,61,0,3,1.91
8.62,1,35,1,0,4.79
13.90,0,43,0,2,7.13
10.01,0,54,1,1,5.24
11.19,0,61,0,3,7.10
10.68,0,65,1,2,5.23
10.33,0,51,0,4,9.06
6.44,0,40,1,4,3.79
13.33,0,42,0,3,3.14
11.75,0,37,0,3,4.87
11.69,1,38,1,3,6.64
6.11,1,48,1,1,5.12
12.78,0,33,0,3,3.98
9.91,0,44,1,3,3.78
9.07,1,51,1,2,2.64
14.43,0,66,0,1,7.07
10.58,0,49,0,4,5.73
11.84,1,20,0,4,7.88
11.92,1,56,0,4,4.40
4.78,0,33,1,1,5.83
4.38,1,19,1,1,9.71
8.09,1,32,1,2,6.67
10.33,0,60,0,1,8.62
15.81,0,66,0,3,4.79
6.34,1,28,1,1,6.07
10.44,0,49,0,2,4.57
11.94,1,52,1,3,4.98
9.62,0,34,1,2,6.00
7.21,1,49,1,2,0.79
12.27,1,65,0,1,9.39
14.71,1,63,0,1,8.71
14.33,1,56,0,2,2.60
5.54,0,28,1,3,2.25
10.85,1,44,0,3,1.05
12.51,0,35,0,3,5.58
13.59,0,39,0,0,3.85
11.02,1,63,0,3,4.46
4.77,1,62,1,1,2.56
8.79,1,45,1,1,2.94
12.31,1,26,0,0,5.37
14.50,0,51,0,2,1.71
10.79,0,41,1,0,3.99
11.61,1,39,0,5,1.84
5.05,0,26,1,5,0.22
11.15,1,33,1,1,7.58
2.40,1,52,1,2,1.91
13.02,1,65,0,5,6.79
11.96,0,46,0,4,6.24
14.41,0,67,0,4,4.81
5.39,0,20,1,3,6.54
10.48,0,47,0,2,7.83
7.49,1,41,1,4,4.64
10.30,0,24,0,4,1.79
7.68,0,43,1,1,2.55
13.65,1,37,1,5,6.77
10.46,1,27,1,1,0.49
10.93,1,20,0,3,5.59
9.14,1,61,1,1,0.29
12.39,1,32,0,1,3.77
13.01,0,57,0,1,6.61
12.29,0,25,0,3,8.32
12.22,1,23,0,5,8.66
12.92,1,45,0,5,2.39
15.29,1,67,0,5,7.05
12.61,1,36,0,1,0.12
2.59,0,62,1,2,4.29
11.11,0,65,0,2,6.95
13.17,1,37,0,1,7.14
13.25,0,42,0,0,8.47
13.04,0,60,0,3,5.32
10.19,0,58,0,2,0.25
8.31,0,38,1,2,3.72
9.69,0,38,0,1,9.62
7.47,0,37,1,2,3.71
8.65,0,41,1,4,4.77
4.83,0,60,1,3,7.59
10.81,0,43,1,2,6.65
11.97,0,62,0,2,1.69
10.29,0,25,1,3,9.55
10.20,1,29,1,4,4.01
10.40,0,48,0,2,8.43
11.14,1,25,0,4,6.76
